website,output.cyclomatic,output.cyclomaticDensity,output.halstead.bugs,output.halstead.difficulty,output.halstead.effort,output.halstead.length,output.halstead.time,output.halstead.vocabulary,output.halstead.volume,output.halstead.operands.distinct,output.halstead.operands.total,output.halstead.operators.distinct,output.halstead.operators.total,output.params,output.sloc.logical,output.sloc.physical,class
filmeserialegratis.org,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
printmoney.info,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
car45.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
privesky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
nitragallery.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
privesky-na-kluce.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
elite-rose.com,1,33.333,0.001,0.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0,3.0,3.0,0
progettiarduino.com,66,30.427,4.5835,47.4235,1304010.435,1614.5,72445.024,185.0,13750.0055,166.5,850.0,18.5,764.5,24,239.5,298.5,1
greenchapter.com,1,8.333,0.013999999999999999,0.0,0.0,12.0,0.0,12.0,43.02,12.0,12.0,0.0,0.0,0,12.0,12.0,0
proghouse.ru,66,17.927,4.59,47.4235,1304010.435,1619.0,72445.024,190.0,13770.0155,171.5,854.5,18.5,764.5,24,244.0,303.0,1
guvenlikmerkezi.com.tr,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
promoteadspaypro.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
thestokegroup.com,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
proxylist.me,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
bcsiteservice.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
proxyspotting.in,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
periyaruniversity.ac.in,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
prstene.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
prettygame11.com,1,20.0,0.004,0.0,0.0,5.0,0.0,5.0,11.61,5.0,5.0,0.0,0.0,0,5.0,5.0,0
przebudzenie.net,66,23.7605,4.585,47.4235,1304010.435,1615.5,72445.024,186.5,13754.3105,168.0,851.0,18.5,764.5,24,240.5,299.5,1
connectorange.io,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
psischool.ucoz.ru,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
expressandstar.com,1,14.286,0.006999999999999999,0.0,0.0,7.0,0.0,7.0,19.651,7.0,7.0,0.0,0.0,0,7.0,7.0,0
psyfactor.net,66,20.9035,4.5865,47.4235,1304010.435,1616.5,72445.024,187.5,13758.331,169.0,852.0,18.5,764.5,24,241.5,300.5,1
inchem.org,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pukounin.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
reviewstoreus.com,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
pulsinfo.ua,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
perfectwater.co.za,1,9.091000000000001,0.013000000000000001,0.0,0.0,11.0,0.0,11.0,38.054,11.0,11.0,0.0,0.0,0,11.0,11.0,0
pupradom.pl,66,18.305999999999997,4.5895,47.4235,1304010.435,1618.5,72445.024,189.5,13767.5325,171.0,854.0,18.5,764.5,24,243.5,302.5,1
baresefid.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
pyrografia-tatiana.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
koohgardy.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
qartveli.ge,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
intesis.com,1,33.333,0.002,0.0,0.0,3.0,0.0,3.0,4.755,3.0,3.0,0.0,0.0,0,3.0,3.0,0
qaynarxett.az,66,30.427,4.584,47.4235,1304010.435,1614.5,72445.024,185.5,13750.883,167.0,850.0,18.5,764.5,24,239.5,298.5,1
wem.io,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
quietindie.tumblr.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
mmio.in,1,12.5,0.008,0.0,0.0,8.0,0.0,8.0,24.0,8.0,8.0,0.0,0.0,0,8.0,8.0,0
radauti.rou.ro,66,20.0105,4.587,47.4235,1304010.435,1617.0,72445.024,188.0,13760.5055,169.5,852.5,18.5,764.5,24,242.0,301.0,1
foodmi.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
rapbeats.net,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
maecharim.ac.th,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ravenpetroleum.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
kavatarsim.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
recettes-et-terroirs.eu,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
bibliotheek.be,1,33.333,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0,3.0,3.0,0
recherche-pdf.com,66,30.427,4.583,47.4235,1304010.435,1614.5,72445.024,184.5,13748.5055,166.0,850.0,18.5,764.5,24,239.5,298.5,1
linkprice.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
reddcoinprice.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
hometogo.com,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
reigningnews.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
spokesman.com,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
reklama1.yolasite.com,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
vikkela.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
renkliduvar.blogspot.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
refractiveindex.info,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
renkliduvar.blogspot.com.tr,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
irkzan.ru,1,12.5,0.008,0.0,0.0,8.0,0.0,8.0,24.0,8.0,8.0,0.0,0.0,0,8.0,8.0,0
resita.rou.ro,66,20.0105,4.587,47.4235,1304010.435,1617.0,72445.024,188.0,13760.5055,169.5,852.5,18.5,764.5,24,242.0,301.0,1
startcredits.com,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
responsimulator.com,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
ldesimone.weebly.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
retro-bijou.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
minoto.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
riad.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
adsystempro.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
rukavice.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
almois.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
russia.nownetflix.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
rotator.ninja,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
russiapokemongo.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
spartak.ru,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
rutracker-net.ru,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
ustaboyar.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ruza-zahradnictvo.sk-firma.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
corpus.com.tr,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
rxfilmcuttingguide.com,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
sat-integral.org.ua,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sabba-design.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
openindiasex.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sadake.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
enactsoft.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sady.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
gaz.ck.ua,1,33.333,0.002,0.0,0.0,3.0,0.0,3.0,4.755,3.0,3.0,0.0,0.0,0,3.0,3.0,0
saifkabirasif.com,66,30.427,4.584,47.4235,1304010.435,1614.5,72445.024,185.5,13750.883,167.0,850.0,18.5,764.5,24,239.5,298.5,1
denizpharma.com.tr,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
saly.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
bablobit.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sangattatimes.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
dailysangram.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
satky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
pantai.com.my,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
saty.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
bournas-medicals.gr,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
satyapost.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
modir123.com,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
sauna-wellness-pool.de,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
slooks.top,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
savelink.info,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
edstem.org,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
scoopthemes.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
algobasket.com,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
securitypc.es,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
unisel.edu.my,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
seminartopics.info,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
nepalintrepidtreks.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
series-audio-latino.blogspot.co.uk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
listrikkita.com,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
sexskelbimai.com,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
integritycoaching.co.uk,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sharetube.io,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
moy-lvenok.ru,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
sharingiscare.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
talafonoun.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sherlock19.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
oc-trades.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
shopkeeper.ir,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
everef.net,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
showersandmore.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
safer-turn.com,1,33.333,0.002,0.0,0.0,3.0,0.0,3.0,4.755,3.0,3.0,0.0,0.0,0,3.0,3.0,0
sicredialtouruguai.coop.br,66,30.427,4.584,47.4235,1304010.435,1614.5,72445.024,185.5,13750.883,167.0,850.0,18.5,764.5,24,239.5,298.5,1
dpstar.com.my,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sikovne-rucicky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
diaox2.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sim360.co,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
dojdevik.com.ua,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
simplyautomationized.blogspot.co.id,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ws-scs.jp,1,20.0,0.004,0.0,0.0,5.0,0.0,5.0,11.61,5.0,5.0,0.0,0.0,0,5.0,5.0,0
sims-game.com,66,23.7605,4.585,47.4235,1304010.435,1615.5,72445.024,186.5,13754.3105,168.0,851.0,18.5,764.5,24,240.5,299.5,1
behinesazan.co,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sk-firma.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
zub.in.ua,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
skbruntal.cz,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
vashdom24.ru,1,25.0,0.001,0.0,0.0,4.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0,4.0,4.0,0
slapstick.me,66,26.2605,4.5835,47.4235,1304010.435,1615.0,72445.024,185.0,13750.5055,166.5,850.5,18.5,764.5,24,240.0,299.0,1
sueblimely.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
socha.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
det.wa.edu.au,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sochy.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ebookscart.com,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
softoolstore.de,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
digcode.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sona.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
click-offers.com,1,50.0,0.001,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,2.0,2.0,0
songs.pk,66,38.7605,4.5835,47.4235,1304010.435,1614.0,72445.024,185.0,13749.5055,166.5,849.5,18.5,764.5,24,239.0,298.0,1
fattal-alazman.co.il,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sopa-dizajn.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
sikandereazamplus.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
spain.nownetflix.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
fishingbusinessschool.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sperkove-komponenty.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
2345.net,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
spnizle.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
israsport.co.il,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ssbracelet-handmade-sk.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
citethisforme.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
steryl.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
gpmojo.com,1,20.0,0.004,0.0,0.0,5.0,0.0,5.0,11.61,5.0,5.0,0.0,0.0,0,5.0,5.0,0
stopemorroidi.net,66,23.7605,4.585,47.4235,1304010.435,1615.5,72445.024,186.5,13754.3105,168.0,851.0,18.5,764.5,24,240.5,299.5,1
cinefrancesencolombia.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
subfb.us,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
excelgroup-online.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
succeed-now.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
negarirani.ir,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
sugklonistiko.gr,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
xn-----flcjme7al0b7a9cgb.xn--p1ai,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sukne.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
dailyhub.in,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
svetre.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
thelabnurse.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sviecky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
people-archive.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
svietniky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
nom-du-blog.blogspot.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
sweden.nownetflix.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
knightswatches.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
synonyme-danopantin.fr,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
winporn.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
szybkipakownik.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
audio-joiner.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tabooya.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
